NTP,tRNA,Amino Acids,Creatine_Phosphate,TL Enzymes,Modelled Final Protein,Round #
1.0,1.0,1.0,1.0,1.0,506.9640367366324,0
0.0,1.0,1.0,1.0,1.0,502.9316773048832,0
1.0,0.0,1.0,1.0,1.0,97.51241802898168,0
1.0,1.0,0.0,1.0,1.0,59.99999999900388,0
1.0,1.0,1.0,0.0,1.0,501.1097838471711,0
1.0,1.0,1.0,1.0,0.0,50.77023374094219,0
0.0,0.0,0.0,0.0,0.0,8.981510329249533,0
1.0,0.0,0.0,0.0,0.0,9.701363820700264,0
0.0,1.0,0.0,0.0,0.0,45.88273824318832,0
0.0,0.0,1.0,0.0,0.0,8.98315979463957,0
0.0,0.0,0.0,1.0,0.0,9.712072463339824,0
0.0,0.0,0.0,0.0,1.0,59.99999999987369,0
0.1111111111111111,1.0,0.7777777777777778,0.0,0.3333333333333333,180.8490804809884,0
1.0,0.4444444444444445,1.0,0.4444444444444445,0.0,34.54979146069361,0
0.3333333333333333,0.2222222222222222,1.0,0.4444444444444445,0.8888888888888888,216.45848350548928,0
0.4444444444444445,0.5555555555555556,1.0,0.3333333333333333,0.4444444444444445,191.63524898068007,0
0.5555555555555556,0.2222222222222222,0.3333333333333333,0.0,1.0,237.4475110758964,0
0.4444444444444445,0.6666666666666665,0.4444444444444445,0.3333333333333333,0.5555555555555554,251.06912130165307,0
0.6666666666666667,0.3333333333333333,0.8888888888888888,0.2222222222222222,0.2222222222222221,88.87469958096857,0
0.6666666666666667,0.6666666666666665,0.7777777777777778,0.4444444444444445,0.7777777777777778,336.1892832171731,0
0.5555555555555556,0.7777777777777777,0.6666666666666666,0.5555555555555556,0.1111111111111111,90.48987964321704,0
0.8888888888888888,0.8888888888888888,0.6666666666666666,0.7777777777777778,1.0,419.9999999999826,0
0.7777777777777777,0.5555555555555556,0.5555555555555556,0.3333333333333333,0.1111111111111111,77.04643961175128,0
0.8888888888888888,0.7777777777777777,0.2222222222222222,0.7777777777777778,0.2222222222222221,136.1991243394827,0
0.0,0.6666666666666665,0.1111111111111111,0.8888888888888888,0.4444444444444445,120.00000000122014,0
0.0,0.0,0.1111111111111111,0.6666666666666666,0.6666666666666664,67.51100342831162,0
0.4444444444444445,0.0,0.0,0.8888888888888888,1.0,60.00000000092009,0
0.7777777777777777,0.4444444444444445,0.0,0.8888888888888888,1.0,59.99999999999774,0
