Mg-glutamate (mM),4,0.4,4,1.2,4,4,2,2,4,0.4,4,4,4,4,2,4,2,2,4,4,4,2,1.2,4,0.4,1.2,0.4,0.4,0.4,4,4,2,2,4,4,4,0.4,0.4,4,4,4,4,4,2,4,4,1.2,4,4,4,0.4,0.4,2,4,4,1.2,2,4,4,2,4,4,4,4,1.2,4,0.4,4,4,4,4,2,1.2,4,0.4,0.4,4,0.4,2,2,4,1.2,1.2,0.4,4,4,2,1.2,2,0.4,1.2,4,4,4,4,4,1.2,4,4,4,2,1.2,0.4,2,2,0.4,4,1.2,2,2,0.4,1.2,2,2,1.2,1.2,0.4,2,2,0.4,4,0.4,2,2,0.4,2,0.4,1.2,2,2,2,1.2,2,0.4,2,2,2,2,0.4,2,2,1.2,1.2,0.4,0.4,1.2,1.2,1.2,0.4,2,2,0.4,2,1.2,0.4,2,1.2,1.2,0.4,2,1.2,0.4,1.2,2,1.2,2,0.4,0.4,1.2,0.4,2,2,0.4,2,1.2,2,1.2,2,0.4,0.4,2,0.4,2,2,2,1.2,0.4,0.4,2,0.4,2,2,0.4,0.4,2,1.2,2,1.2,1.2,0.4,1.2,0.4,2,1.2,2,2,2,1.2,2,1.2,2,1.2,2,1.2,2,0.4,1.2,0.4,2,1.2,2,2,2,2,2,2,2,1.2,2,2,2,2,4,2,1.2,2,2,2,2,2,1.2,2,1.2,2,0.4,1.2,2,2,2,2,2,1.2,1.2,1.2,2,2,2,0.4,2,2,2,0.4,2,1.2,2,2,2,2,2,2,1.2,1.2,2,2,1.2,1.2,2,1.2,2,0.4,2,2,1.2,1.2,2,1.2,1.2,1.2,2,2,0.4,1.2,2,1.2,2,1.2,2,2,2,2,0.4,1.2,2,2,2,0.4,1.2,1.2,2,1.2,1.2,1.2,2,1.2,1.2,1.2,1.2,1.2,2,2,2,1.2,1.2,1.2,2,2,2,2,2,2,2,2,1.2,2,2,2,2,2,2,1.2,2,1.2,2,2,2,2,1.2,1.2,2,4,2,2,0.4,1.2,1.2,2,1.2,2,1.2,2,2,2,2,2,2,1.2,1.2,2,1.2,2,2,2,2,0.4,2,2,1.2,1.2,1.2,2,2,2,1.2,2,2,0.4,2,2,1.2,1.2,2,0.4,1.2,1.2,2,2,2,2,2,2,1.2,2,1.2,2,2,1.2,1.2,2,1.2,2,2,2,1.2,1.2,2,2,2,2,2,2,2,1.2,2,2,1.2,2,2,2,2,2,2,2,1.2,2,2,2,2,1.2,1.2,1.2,2,1.2,2,2,2,2,2,4,2,2,1.2,2,2,2,2,2,2,2,2,2,2,1.2,1.2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.2,1.2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,1.2,2,2,1.2,2,1.2,2,2,2,2,2,0.4,2,2,1.2,2,1.2,4,2,1.2,1.2,2,2,2,2,2,2,2,2,2,2,4,2,1.2,2,2,4,4,4,2,2,2,2,2,2,4,2,2,4,4,4,2,4,4,2,2,4,4,4,4,4,4,4,2,4,2,4,2,2,2,2,2,2,2,4,4,2,2,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,2,4,2,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,1.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,
K-glutamate (mM),80,80,80,40,80,80,24,24,80,24,40,80,80,80,80,80,24,24,80,80,80,8,40,80,8,40,8,40,24,80,80,8,40,80,80,80,40,40,80,80,80,80,80,40,80,80,8,80,80,80,40,40,24,80,80,24,40,80,80,40,8,80,80,80,8,80,8,80,80,80,80,40,40,80,8,8,80,8,40,40,80,24,40,8,80,80,40,8,8,40,24,80,80,80,80,80,24,80,80,80,24,8,8,40,40,24,80,40,8,8,24,8,24,40,24,8,8,8,8,24,80,8,40,40,8,40,24,8,40,24,8,8,8,24,40,40,8,40,24,8,40,40,8,8,8,8,8,40,8,40,8,24,8,8,8,40,8,40,8,8,40,40,8,24,40,8,80,40,8,8,8,8,40,40,8,40,40,40,24,8,40,8,8,40,40,40,40,8,40,24,40,40,40,8,40,40,40,40,40,8,40,40,40,8,40,40,40,40,40,24,40,40,8,24,40,40,40,24,40,24,40,40,24,40,40,40,40,40,40,40,40,24,8,24,24,40,40,40,40,40,24,40,40,24,24,40,40,40,40,40,40,24,40,40,24,24,40,40,24,40,40,40,24,40,40,40,40,40,40,40,40,24,24,40,40,40,40,40,40,40,40,40,40,40,24,40,40,40,40,40,40,40,40,24,40,40,40,40,40,40,40,40,40,40,40,40,40,40,24,40,40,40,40,40,24,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,24,40,40,40,40,40,40,40,40,80,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,80,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,80,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,80,40,40,40,40,40,40,40,40,40,40,40,40,80,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,80,40,40,40,40,40,40,40,40,40,40,40,40,40,80,40,40,40,40,80,80,80,40,40,40,40,40,40,80,40,40,80,80,80,40,80,80,40,40,80,80,80,80,80,80,80,40,80,40,80,40,40,40,40,40,40,40,80,80,40,40,80,80,80,80,80,80,40,80,80,80,80,40,80,80,80,80,80,80,80,80,80,80,40,80,80,80,80,80,80,40,80,40,80,40,80,80,40,80,80,80,80,80,80,80,80,80,80,40,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,,,
Amino Acid (mM),1.5,1.5,1.5,0.45,1.5,0.15,0.75,0.45,1.5,0.15,1.5,1.5,1.5,1.5,1.5,1.5,0.15,0.45,1.5,1.5,1.5,0.45,0.15,0.15,0.75,0.15,0.75,0.15,0.45,0.75,0.15,0.75,0.15,0.15,0.15,0.15,0.15,0.15,0.45,1.5,0.15,0.45,0.15,0.45,0.15,0.45,0.45,0.45,0.45,0.15,0.15,0.45,0.45,0.15,0.15,0.75,0.45,0.15,0.45,0.45,1.5,0.15,0.15,0.15,0.75,0.15,0.15,1.5,1.5,1.5,0.15,0.45,0.15,0.15,0.75,0.15,0.15,0.45,0.45,0.75,0.15,0.75,0.15,0.45,0.15,0.45,0.15,0.75,0.15,0.15,0.45,0.15,0.45,1.5,0.45,0.45,0.45,0.15,0.15,1.5,0.75,0.75,0.45,0.15,0.75,0.75,0.45,0.15,0.75,0.75,0.45,0.75,0.75,0.45,0.45,0.45,0.15,0.15,0.15,0.45,1.5,0.75,0.15,0.75,0.15,0.15,0.45,0.75,0.75,0.45,0.45,0.45,0.15,0.75,0.15,0.15,0.45,0.45,0.15,0.15,0.15,0.75,0.75,1.5,0.15,0.45,0.15,0.15,0.45,0.75,0.15,0.45,0.15,0.15,0.15,0.75,0.15,0.45,0.15,0.75,0.75,0.75,0.15,0.15,0.15,0.15,0.15,0.75,0.15,0.15,0.15,0.75,0.15,0.75,0.45,0.15,0.15,0.15,0.75,0.15,0.15,0.15,0.15,0.15,0.75,0.15,0.15,0.15,0.45,0.45,0.45,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.15,0.15,0.15,0.15,0.45,0.15,0.15,0.45,0.75,0.75,0.45,0.15,0.75,0.15,0.45,0.15,0.45,0.45,0.15,0.45,0.15,0.15,0.15,0.45,0.45,0.45,0.15,0.45,0.45,0.15,0.15,0.15,0.45,0.75,0.15,0.15,0.45,0.15,0.45,0.15,0.15,0.45,0.15,0.45,0.15,0.15,0.75,0.45,0.15,0.45,0.15,0.45,0.45,0.45,0.15,0.15,0.15,0.15,0.45,0.45,0.15,0.45,0.15,0.15,0.45,0.15,0.15,0.45,0.15,0.45,0.75,0.45,0.15,0.45,0.45,0.15,0.75,0.15,0.45,0.15,0.15,0.15,0.15,0.15,0.45,0.15,0.75,0.15,0.15,0.15,0.15,0.45,0.15,0.15,0.15,0.15,0.45,0.15,0.75,0.15,0.45,0.15,0.15,0.45,0.15,0.15,0.15,0.45,0.15,0.15,0.45,0.45,0.15,0.15,0.75,0.15,0.45,0.15,0.45,0.15,0.15,0.75,0.15,0.15,0.45,0.45,0.45,0.15,0.15,0.75,0.15,0.15,0.45,0.45,0.75,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.45,0.45,0.45,0.45,0.45,0.15,0.15,0.15,0.45,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.45,0.15,0.75,0.15,0.45,0.45,0.45,0.15,0.75,0.45,0.15,0.15,0.45,0.15,0.45,0.45,0.45,0.45,0.15,0.15,0.45,0.45,0.15,0.45,0.15,0.15,0.45,0.45,0.45,0.15,0.45,0.15,0.15,0.15,0.45,0.45,0.15,0.45,0.15,0.15,0.15,0.45,0.15,0.15,0.45,0.15,0.45,0.15,0.15,0.15,0.15,0.45,0.75,0.75,0.15,0.15,0.15,0.15,0.15,0.45,0.45,0.15,0.15,0.45,0.15,0.45,0.45,0.15,0.45,0.45,0.45,0.15,0.15,0.45,0.45,0.45,0.45,0.15,0.15,0.15,0.45,0.45,0.45,0.45,0.15,0.45,0.45,0.45,0.15,0.15,0.15,0.15,0.45,0.15,0.45,0.15,0.15,0.45,0.45,0.45,0.15,0.45,0.45,0.45,0.45,0.45,0.15,0.45,0.15,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.15,0.15,0.15,0.45,0.45,0.15,0.15,0.15,0.45,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.45,0.45,0.15,0.45,0.15,0.15,0.45,0.15,0.75,0.15,0.15,0.45,0.45,0.15,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.15,0.45,0.45,0.15,0.45,0.15,0.75,0.15,0.45,0.45,0.15,0.15,0.15,0.45,0.15,0.15,0.15,0.15,0.45,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.45,0.15,0.45,0.75,0.15,0.15,0.15,0.45,0.15,0.45,0.45,0.45,0.45,0.15,0.15,0.15,0.15,0.15,0.15,0.45,0.15,0.15,0.15,0.15,0.45,0.45,0.45,0.15,0.45,0.45,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.45,0.15,0.15,0.15,0.45,0.75,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.45,0.15,0.15,0.15,0.15,0.15,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.15,0.15,1.5,0.15,0.15,0.15,0.15,0.15,0.15,1.5,0.15,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.45,0.15,0.15,0.15,0.75,0.15,0.15,0.15,0.15,0.45,1.5,0.15,0.15,0.15,0.15,0.15,0.15,0.45,0.45,0.15,0.15,0.45,0.15,0.45,1.5,1.5,0.45,0.15,1.5,0.45,0.45,0.45,0.45,0.15,0.15,1.5,0.45,0.15,0.45,0.15,1.5,0.15,0.15,0.45,1.5,0.45,1.5,0.45,0.15,0.45,0.15,0.15,0.45,0.45,1.5,1.5,1.5,0.45,0.75,0.15,1.5,0.15,0.15,0.45,1.5,1.5,0.45,0.45,0.15,0.45,1.5,0.15,0.45,0.45,1.5,0.45,0.15,1.5,0.45,0.45,0.15,1.5,1.5,0.15,1.5,1.5,1.5,1.5,0.75,0.45,1.5,1.5,1.5,0.45,1.5,0.45,0.45,0.45,0.45,0.45,0.45,1.5,0.45,1.5,0.45,0.45,0.45,0.45,1.5,0.45,0.45,1.5,1.5,0.15,0.45,1.5,0.15,0.45,0.45,1.5,1.5,0.75,0.45,1.5,0.45,0.15,0.45,1.5,0.15,0.45,0.15,0.45,1.5,0.45,0.45,0.15,0.15,0.15,0.45,1.5,1.5,0.15,1.5,0.45,0.45,0.45,0.45,0.45,1.5,1.5,1.5,0.45,1.5,1.5,0.15,1.5,0.75,0.75,0.45,1.5,0.15,0.45,1.5,0.15,0.45,1.5,1.5,0.45,0.75,1.5,1.5,0.75,0.75,0.45,0.15,0.75,1.5,0.75,0.75,1.5,0.75,0.45,1.5,1.5,1.5,1.5,0.75,1.5,1.5,0.75,0.75,1.5,1.5,1.5,1.5,0.75,1.5,0.45,1.5,1.5,0.75,1.5,0.75,1.5,1.5,0.45,0.75,0.75,1.5,0.75,1.5,0.75,0.75,0.75,0.75,0.75,1.5,1.5,1.5,0.45,0.75,1.5,0.75,0.75,1.5,0.75,1.5,1.5,1.5,0.45,0.75,1.5,1.5,1.5,0.75,0.75,0.45,1.5,1.5,1.5,1.5,1.5,1.5,0.75,0.75,1.5,0.75,0.75,1.5,1.5,0.75,1.5,0.75,1.5,0.75,1.5,0.75,1.5,1.5,0.75,1.5,1.5,0.75,0.75,0.75,0.75,0.75,0.75,1.5,0.75,0.75,1.5,0.75,1.5,0.75,1.5,0.75,1.5,1.5,1.5,1.5,0.75,1.5,1.5,1.5,1.5,1.5,1.5,0.75,0.75,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,0.75,1.5,1.5,1.5,1.5,1.5,0.75,1.5,1.5,1.5,0.75,1.5,0.75,1.5,1.5,1.5,1.5,1.5,1.5,0.75,1.5,1.5,1.5,1.5,0.75,1.5,1.5,1.5,0.75,1.5,0.75,1.5,0.75,1.5,0.75,1.5,0.75,0.75,0.45,0.75,0.75,0.75,1.5,0.75,0.75,1.5,1.5,1.5,1.5,0.75,1.5,1.5,0.75,0.75,1.5,1.5,0.75,0.75,1.5,1.5,0.75,1.5,0.75,1.5,1.5,0.75,0.75,1.5,0.75,0.75,1.5,0.75,0.75,1.5,1.5,1.5,1.5,1.5,1.5,0.75,1.5,1.5,1.5,1.5,1.5,1.5,,,
tRNA (mg/ml),0.2,0.2,0.2,0.02,0.2,0.2,0.1,0.02,0.2,0.02,0.2,0.1,0.2,0.2,0.2,0.2,0.02,0.06,0.2,0.2,0.2,0.06,0.1,0.06,0.06,0.02,0.1,0.06,0.02,0.2,0.06,0.06,0.1,0.02,0.06,0.1,0.02,0.1,0.2,0.2,0.02,0.02,0.06,0.1,0.1,0.02,0.06,0.1,0.06,0.02,0.1,0.1,0.06,0.2,0.1,0.1,0.02,0.1,0.1,0.06,0.2,0.2,0.02,0.1,0.02,0.06,0.02,0.02,0.2,0.2,0.1,0.1,0.02,0.2,0.1,0.1,0.2,0.02,0.02,0.06,0.1,0.06,0.06,0.02,0.2,0.06,0.1,0.1,0.06,0.06,0.06,0.1,0.2,0.2,0.02,0.06,0.06,0.2,0.1,0.2,0.06,0.06,0.06,0.02,0.06,0.02,0.1,0.06,0.06,0.02,0.1,0.1,0.02,0.1,0.06,0.02,0.02,0.1,0.02,0.02,0.2,0.1,0.02,0.06,0.02,0.06,0.02,0.02,0.02,0.02,0.1,0.1,0.1,0.1,0.02,0.06,0.02,0.06,0.02,0.1,0.02,0.1,0.1,0.02,0.1,0.06,0.1,0.02,0.02,0.1,0.06,0.02,0.1,0.06,0.02,0.02,0.02,0.1,0.02,0.02,0.1,0.06,0.1,0.02,0.02,0.1,0.02,0.02,0.1,0.1,0.06,0.1,0.06,0.1,0.1,0.1,0.02,0.02,0.02,0.02,0.1,0.02,0.1,0.02,0.06,0.1,0.1,0.2,0.06,0.06,0.1,0.06,0.02,0.02,0.06,0.06,0.06,0.02,0.02,0.02,0.02,0.02,0.06,0.06,0.02,0.1,0.02,0.02,0.1,0.02,0.06,0.06,0.1,0.1,0.06,0.1,0.06,0.1,0.06,0.02,0.02,0.1,0.1,0.02,0.06,0.1,0.06,0.02,0.1,0.06,0.06,0.06,0.02,0.02,0.02,0.1,0.1,0.1,0.02,0.1,0.02,0.02,0.02,0.02,0.1,0.02,0.02,0.06,0.02,0.1,0.02,0.1,0.02,0.1,0.02,0.1,0.1,0.02,0.06,0.06,0.02,0.06,0.1,0.02,0.06,0.06,0.1,0.02,0.1,0.02,0.1,0.1,0.06,0.1,0.1,0.06,0.1,0.02,0.1,0.06,0.06,0.1,0.02,0.06,0.02,0.06,0.06,0.1,0.02,0.1,0.1,0.06,0.02,0.1,0.02,0.06,0.06,0.1,0.06,0.1,0.02,0.06,0.02,0.06,0.06,0.02,0.06,0.02,0.02,0.02,0.06,0.02,0.1,0.1,0.1,0.02,0.06,0.02,0.1,0.02,0.1,0.1,0.06,0.1,0.06,0.02,0.06,0.02,0.06,0.02,0.1,0.1,0.02,0.06,0.1,0.1,0.02,0.02,0.06,0.06,0.02,0.1,0.06,0.06,0.02,0.06,0.02,0.1,0.02,0.1,0.02,0.1,0.06,0.06,0.02,0.02,0.1,0.02,0.1,0.1,0.02,0.02,0.06,0.1,0.02,0.02,0.02,0.1,0.02,0.02,0.02,0.06,0.02,0.1,0.02,0.1,0.02,0.06,0.02,0.06,0.02,0.02,0.06,0.02,0.02,0.1,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.1,0.1,0.02,0.06,0.02,0.1,0.1,0.1,0.1,0.02,0.06,0.1,0.06,0.1,0.02,0.06,0.1,0.1,0.02,0.1,0.1,0.02,0.1,0.02,0.06,0.02,0.1,0.1,0.1,0.06,0.02,0.06,0.06,0.06,0.02,0.02,0.06,0.1,0.02,0.06,0.06,0.02,0.06,0.06,0.1,0.02,0.02,0.02,0.06,0.02,0.1,0.02,0.06,0.1,0.1,0.02,0.1,0.02,0.06,0.02,0.02,0.02,0.1,0.02,0.06,0.02,0.02,0.1,0.1,0.02,0.02,0.06,0.06,0.06,0.02,0.06,0.02,0.1,0.06,0.1,0.02,0.02,0.02,0.06,0.1,0.02,0.1,0.02,0.02,0.02,0.06,0.06,0.02,0.06,0.06,0.02,0.02,0.06,0.1,0.1,0.06,0.06,0.02,0.06,0.1,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.1,0.1,0.1,0.1,0.02,0.02,0.06,0.1,0.1,0.06,0.06,0.06,0.02,0.02,0.1,0.02,0.02,0.02,0.02,0.02,0.06,0.02,0.02,0.02,0.02,0.06,0.02,0.2,0.02,0.1,0.02,0.06,0.1,0.1,0.06,0.02,0.02,0.2,0.02,0.1,0.1,0.06,0.1,0.02,0.02,0.06,0.02,0.02,0.1,0.02,0.02,0.02,0.06,0.06,0.1,0.02,0.02,0.06,0.06,0.06,0.02,0.02,0.02,0.1,0.02,0.02,0.06,0.06,0.2,0.2,0.06,0.1,0.02,0.02,0.06,0.1,0.1,0.06,0.02,0.02,0.02,0.02,0.06,0.2,0.2,0.1,0.1,0.06,0.1,0.06,0.06,0.06,0.02,0.06,0.2,0.1,0.1,0.06,0.06,0.06,0.06,0.1,0.1,0.06,0.2,0.2,0.06,0.2,0.06,0.1,0.06,0.2,0.02,0.02,0.1,0.06,0.02,0.1,0.02,0.06,0.06,0.02,0.2,0.06,0.02,0.06,0.06,0.2,0.02,0.1,0.06,0.1,0.02,0.2,0.1,0.1,0.2,0.2,0.06,0.1,0.02,0.06,0.1,0.06,0.2,0.1,0.1,0.06,0.02,0.1,0.2,0.06,0.02,0.02,0.02,0.2,0.06,0.02,0.06,0.1,0.02,0.1,0.02,0.02,0.2,0.02,0.2,0.02,0.1,0.1,0.2,0.06,0.2,0.02,0.06,0.02,0.2,0.2,0.02,0.1,0.1,0.1,0.06,0.1,0.1,0.02,0.06,0.06,0.02,0.1,0.06,0.06,0.2,0.06,0.2,0.1,0.06,0.02,0.02,0.06,0.06,0.06,0.2,0.1,0.06,0.02,0.1,0.1,0.02,0.1,0.1,0.06,0.1,0.1,0.2,0.06,0.06,0.06,0.06,0.2,0.1,0.02,0.1,0.02,0.02,0.2,0.06,0.06,0.1,0.06,0.1,0.2,0.06,0.1,0.02,0.06,0.02,0.2,0.1,0.06,0.1,0.2,0.06,0.2,0.06,0.1,0.2,0.1,0.1,0.1,0.02,0.02,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.02,0.06,0.02,0.1,0.2,0.1,0.02,0.02,0.06,0.2,0.02,0.2,0.06,0.06,0.06,0.02,0.1,0.2,0.02,0.1,0.02,0.06,0.2,0.2,0.1,0.1,0.06,0.06,0.2,0.1,0.06,0.06,0.06,0.2,0.06,0.06,0.06,0.2,0.02,0.02,0.2,0.02,0.2,0.2,0.1,0.06,0.06,0.02,0.2,0.1,0.1,0.02,0.02,0.1,0.1,0.1,0.1,0.2,0.02,0.02,0.2,0.06,0.02,0.1,0.02,0.1,0.2,0.02,0.02,0.1,0.1,0.2,0.06,0.2,0.1,0.1,0.2,0.02,0.06,0.02,0.02,0.06,0.1,0.2,0.06,0.2,0.06,0.06,0.06,0.06,0.2,0.02,0.1,0.02,0.2,0.2,0.02,0.06,0.1,0.06,0.2,0.06,0.2,0.06,0.02,0.2,0.02,0.06,0.06,0.02,0.2,0.06,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.02,0.02,0.1,0.1,0.02,0.06,0.02,0.06,0.1,0.2,0.02,0.1,0.02,0.1,0.06,0.02,0.02,0.02,0.1,0.1,0.1,0.1,0.02,0.02,0.06,0.06,0.2,0.02,0.02,0.2,0.02,0.06,0.02,0.1,0.02,0.2,0.02,0.02,0.1,0.2,0.06,0.02,0.06,0.02,0.2,0.1,0.1,0.02,0.06,0.02,0.06,0.02,0.1,0.2,0.1,0.1,0.06,0.02,0.1,0.1,0.06,0.1,0.02,0.06,0.2,0.1,0.02,0.1,0.1,0.06,0.1,0.02,0.2,0.2,0.02,0.1,0.06,0.02,0.06,0.02,0.1,0.06,0.2,0.1,0.2,0.02,0.2,0.2,0.1,0.2,0.1,0.2,0.02,0.02,0.06,0.1,0.02,0.2,0.2,0.06,0.06,0.2,0.2,0.1,0.02,0.02,0.02,0.2,0.2,0.02,0.02,0.1,0.02,0.1,0.06,0.06,0.2,0.02,0.2,0.2,0.1,0.2,0.2,0.06,0.06,0.2,0.2,0.06,0.06,0.1,0.06,0.1,0.06,,,
