NTP,tRNA,Amino Acids,Creatine_Phosphate,Pyrophosphate,Creatine,TL Enzymes
1800.0,4.5,600.0,5000.0,0.1,1.0,4.800000000000001
2100.0,5.0,480.0,4500.0,0.3,1.0,0.0
1800.0,4.0,540.0,5000.0,0.4,0.9,1.2000000000000002
1500.0,4.0,600.0,4500.0,0.1,1.0,5.4
3000.0,1.0,540.0,5000.0,0.8,1.0,0.6000000000000001
300.0,4.5,540.0,4500.0,0.2,1.0,5.4
2700.0,4.0,540.0,5000.0,0.9,0.8,1.7999999999999998
1500.0,3.5,600.0,5000.0,0.2,0.5,0.0
1800.0,5.0,480.0,4000.0,1.0,1.0,4.800000000000001
1800.0,5.0,480.0,5000.0,0.9,0.8,3.0
2100.0,4.5,540.0,3500.0,0.0,1.0,2.4000000000000004
300.0,4.5,420.0,5000.0,0.2,1.0,2.4000000000000004
900.0,4.5,600.0,4000.0,0.4,0.6,0.6000000000000001
300.0,3.0,540.0,5000.0,0.5,1.0,1.7999999999999998
600.0,5.0,480.0,4500.0,0.2,0.9,3.0
900.0,4.5,600.0,5000.0,0.8,0.6,1.7999999999999998
900.0,5.0,600.0,3500.0,0.0,0.6,1.2000000000000002
2100.0,5.0,600.0,3500.0,0.2,0.8,4.800000000000001
1800.0,3.5,300.0,5000.0,0.9,1.0,2.4000000000000004
1200.0,3.0,600.0,5000.0,0.5,0.6,0.6000000000000001
1800.0,1.0,600.0,5000.0,0.3,0.9,4.199999999999999
2100.0,1.0,480.0,4500.0,0.9,1.0,1.2000000000000002
2700.0,5.0,600.0,3500.0,0.0,0.8,4.199999999999999
1800.0,0.5,600.0,4500.0,0.4,1.0,3.0
1200.0,0.0,540.0,5000.0,1.0,0.9,2.4000000000000004
2700.0,4.5,600.0,5000.0,0.7,0.5,0.6000000000000001
1200.0,3.0,480.0,4500.0,0.6,1.0,3.0
2100.0,1.0,600.0,4000.0,0.2,1.0,2.4000000000000004
0.0,3.5,420.0,4500.0,0.9,1.0,4.199999999999999
2700.0,3.0,360.0,5000.0,0.5,1.0,4.199999999999999
0.0,2.5,540.0,4500.0,1.0,0.9,4.800000000000001
300.0,5.0,600.0,3000.0,0.9,0.9,6.0
2400.0,1.5,480.0,5000.0,1.0,0.8,4.199999999999999
2400.0,1.5,600.0,4000.0,0.6,0.8,2.4000000000000004
3000.0,4.0,540.0,2500.0,0.5,1.0,2.4000000000000004
3000.0,2.0,420.0,4500.0,0.4,1.0,0.6000000000000001
2100.0,1.5,600.0,4500.0,0.3,0.7,3.5999999999999996
2700.0,3.5,360.0,4000.0,0.0,1.0,0.6000000000000001
2400.0,2.0,600.0,5000.0,0.2,0.4,0.6000000000000001
3000.0,1.0,600.0,4000.0,0.4,0.8,2.4000000000000004
2400.0,5.0,480.0,3500.0,0.0,1.0,4.199999999999999
2100.0,3.5,480.0,5000.0,0.7,0.6,6.0
1800.0,2.5,420.0,4500.0,0.9,0.9,3.0
1800.0,5.0,600.0,5000.0,0.5,0.2,2.4000000000000004
900.0,4.5,300.0,5000.0,0.0,0.8,0.0
2100.0,3.0,600.0,5000.0,0.3,0.3,6.0
3000.0,4.5,600.0,4500.0,0.1,0.3,0.6000000000000001
1800.0,4.0,600.0,4500.0,0.4,0.4,2.4000000000000004
2400.0,3.5,540.0,4500.0,0.4,0.6,5.4
2400.0,3.5,180.0,4500.0,1.0,1.0,0.6000000000000001
1800.0,3.0,600.0,3000.0,0.7,0.7,0.6000000000000001
2700.0,2.5,480.0,4500.0,0.4,0.7,0.0
600.0,4.5,480.0,4000.0,0.8,0.7,1.2000000000000002
3000.0,4.0,600.0,3000.0,0.6,0.9,6.0
1200.0,3.0,480.0,4000.0,0.4,0.9,2.4000000000000004
1200.0,3.5,360.0,4500.0,0.9,0.8,4.199999999999999
1800.0,2.5,540.0,4000.0,0.9,0.7,1.2000000000000002
1500.0,4.0,180.0,4500.0,1.0,0.9,0.0
0.0,0.5,540.0,4500.0,0.5,1.0,0.0
1500.0,1.0,540.0,4000.0,0.8,0.9,3.5999999999999996
1800.0,2.0,600.0,3000.0,0.5,0.8,0.6000000000000001
2700.0,0.0,420.0,4500.0,0.6,1.0,4.199999999999999
1500.0,4.0,600.0,4500.0,0.7,0.3,4.800000000000001
600.0,5.0,540.0,4500.0,0.7,0.1,6.0
1800.0,4.5,600.0,2500.0,0.9,0.8,4.199999999999999
3000.0,3.5,480.0,4000.0,0.0,0.6,0.0
1500.0,5.0,360.0,4000.0,0.8,0.9,4.800000000000001
1200.0,1.5,480.0,4500.0,0.7,0.9,3.5999999999999996
2100.0,4.5,600.0,2500.0,0.1,0.8,4.800000000000001
900.0,1.0,600.0,4000.0,0.1,0.7,1.2000000000000002
300.0,3.0,600.0,3000.0,0.5,0.8,0.0
600.0,1.0,540.0,4500.0,1.0,0.7,0.0
2700.0,4.0,540.0,2500.0,0.1,0.7,0.0
600.0,5.0,240.0,5000.0,0.7,0.8,3.0
3000.0,0.0,600.0,3500.0,0.1,0.9,1.7999999999999998
900.0,5.0,120.0,4500.0,0.9,0.9,1.7999999999999998
1800.0,2.5,540.0,4000.0,0.9,0.7,3.5999999999999996
1800.0,3.0,480.0,4500.0,0.1,0.6,3.5999999999999996
1800.0,2.5,300.0,5000.0,0.9,0.8,2.4000000000000004
0.0,4.0,300.0,4500.0,1.0,0.8,1.2000000000000002
900.0,3.5,420.0,2500.0,1.0,1.0,3.0
2700.0,4.0,360.0,5000.0,0.4,0.7,6.0
900.0,1.5,600.0,3000.0,0.6,1.0,1.7999999999999998
300.0,5.0,360.0,4500.0,0.7,0.7,3.5999999999999996
1800.0,1.0,540.0,3500.0,1.0,0.7,1.7999999999999998
1800.0,4.0,480.0,2500.0,0.5,0.9,1.7999999999999998
2400.0,1.0,600.0,4500.0,0.3,0.3,0.0
2100.0,4.0,540.0,5000.0,0.1,0.0,6.0
300.0,5.0,480.0,3500.0,0.1,0.2,5.4
1200.0,3.0,480.0,3500.0,0.9,0.8,1.7999999999999998
1800.0,4.5,600.0,5000.0,0.1,1.0,4.800000000000001
2100.0,5.0,480.0,4500.0,0.3,1.0,0.0
1500.0,4.0,600.0,4500.0,0.1,1.0,5.4
1800.0,4.0,540.0,5000.0,0.4,0.9,1.2000000000000002
3000.0,1.0,540.0,5000.0,0.8,1.0,0.6000000000000001
300.0,4.5,540.0,4500.0,0.2,1.0,5.4
1500.0,3.5,600.0,5000.0,0.2,0.5,0.0
2100.0,4.5,540.0,3500.0,0.0,1.0,2.4000000000000004
300.0,4.5,420.0,5000.0,0.2,1.0,2.4000000000000004
600.0,5.0,480.0,4500.0,0.2,0.9,3.0
